array,site,buff_dist,harvest,pipeline,roads,seismic_lines,seismic_lines_3D,trails,transmission_lines,veg_edges,wells,lc_grassland,lc_coniferous,lc_broadleaf,lc_mixed,lc_developed,lc_shrub,osm_industrial,deploy_date,deploy_time,crew,grid_cell,camera_unit,sd,lat,long,gps_label,ecosite,site_description,topography,grade,elevation,dist_trail,camera_direction,trail_rating,dist_lure,site_comments,forest
LU15,LU15_01,3750,0,0.01178141499999999,0.00294653699999999,0.01427726,0,3.72029e-4,0,0.004470478,0.006420656,0.104418953,0.5227234940000002,0,0.024092637,0.01787226099999999,0.3285046640000001,0.00776624,2022-09-13,14:49:00,LG RS,LU15_01,ACME-2022-117,OSM-22-15,56.13297000000001,-113.01591,LU15_01,NA,Pointing down a very prominent game trail on the edge of a seismic line. Black spruce bog with mossy ground and labrador tea. A trail comes out of forest onto camera trail at lure tree.,Flat,0,591,0.5,NE,3,7,"Park along road beside seismic line, walk up line on E side of road, follow until you hit camera site.",Conifer
LU15,LU15_26,3750,0,0.012077443,0.002846172,0.01476192299999999,0,5.239239999999999e-4,0,0.004379777,0.006630314,0.090592592,0.5901369839999996,0,0.03278634499999999,0.018652067,0.2671798250000001,0.00778755099999999,2022-09-13,14:14:00,LG RS,LU15_26,ACME-2022-24,OSM-22-27,56.13686,-113.00198,LU15_26,NA,"Camera along game trail. Mossy understory, with lots of labrador tea. Dominate coniferous forest stand.",Flat,0,596,1,N,2,3,"Park long main road, follow game trail into forest.",Mixed
LU15,LU15_27,3750,0,0.012325606,0.00268483,0.01425103099999999,0,5.617759999999999e-4,0,0.004185897,0.006112476,0.08091621,0.6655935959999997,5.98e-7,0.026908583,0.01827199700000001,0.20772815400000005,0.006684955,2022-09-13,13:41:00,LG RS,LU15_27,ACME-2022-58,OSM-22-12,56.137679999999996,-112.9838,LU15_27,NA,"Camera long game trail, right next to a pond. Labrador tea and shrubby understory. Dominate coniferous forest stand.",Flat,0,586,1,N,2,3,Park on main road or well pad. Walk through well pad and exit via the north end. Follow game trail to forest edge and pond.,Mixed
LU15,LU15_28,3750,0,0.00942071299999999,0.001947678,0.010602889,0,5.617759999999999e-4,0,0.003460784,0.006063399,0.05882216300000002,0.796642703,0.002546511,0.018071493,0.014199085,0.10304739799999996,0.00612680699999999,2022-09-13,12:54:00,LG RS,LU15_28,ACME-2022-57,OSM-22-90,56.13708,-112.94679000000001,LU15_28,NA,"Game trail that comes off a cutline, at an intersection with another cutline. Spruce bog with mossy wet understory containing labrador tea.",Flat,0,582,1,W,2,6,"Park roadside at cutline, follow in and follow game trail ~15 m into forest on E side to camera site.",Mixed
LU15,LU15_02,3750,0,0.010520839,0.001968117,0.00882617399999999,0,4.06464e-4,0,0.003486581,0.005401799,0.056781591,0.8214750470000002,0.002546511,0.013024677,0.014906085,0.079165568,0.00330478,2022-09-13,12:08:00,LG RS,LU15_02,ACME-2022-59,OSM-22-47,56.134530000000005,-112.92681,LU15_02,NA,At confluence of 2 game trails in black spruce bog. Mossy ground with labrador tea and cranberry.,Flat,0,586,1.5,NE,3,4,"Park roadside near cutline, enter cutline on S side of road, follow in game trail almost immediately on SE side to camera site.",Conifer
LU15,LU15_29,3750,0,0.01079812799999999,0.001948081,0.00967198999999999,0,1.80961e-4,0,0.003435687,0.005175817,0.051160463,0.894834951,0.001041055,0.006703658,0.014546973,0.028476626,0.001348488,2022-09-13,11:33:00,LG RS,LU15_29,ACME-2022-40,OSM-22-72,56.13785,-112.91135000000001,LU15_29,NA,Camera along a 3-way game trail junction. Mossy understory with labrador tea. Dominate coniferous forest stand.,Flat,0,587,1.5,NW,3,4.5,"Park along main road or in wellpad. Walk through wellpad and exit on the north end. Go past the pipeline striaght into the forest stand, follow game trail in.",Mixed
LU15,LU15_30,3750,0,0.010307807,0.001994902,0.009570533,0,1.60847e-4,0,0.003457515,0.00467774,0.049456184,0.907399688,9.59612e-4,0.006100403,0.01515875999999999,0.012176202,0.00252172799999999,2022-09-13,10:55:00,LG RS,LU15_30,ACME-2022-27,OSM-22-28,56.138250000000006,-112.88976,LU15_30,NA,Camera along game trail. Mossy understory with lots of horsetail. Mixed forest stand (lots of aspen and larch).,Flat,0,585,1.5,NE,1,4,"Park along main road or in wellpad. Exit wellpad via north end, head straight through the bog (sorry) and enter the forest stand. Follow game trail in.",Mixed
LU15,LU15_31,3750,0,0.00943969799999999,0.001742143,0.009207239,0,3.3796700000000005e-4,0,0.003013882,0.004411519,0.05449902700000002,0.9018712130000004,0.001702906,0.010490119,0.01256669,0.00715768,0.00252172799999999,2022-09-13,10:11:00,LG RS,LU15_31,ACME-2022-49,OSM-22-14,56.138200000000005,-112.87376999999998,LU15_31,NA,"Pointing down game trail (intersection of 2). Mixed forest stand with mossy/boggy understory with some labrador tea, horsetail, and saplings.",Flat,0,581,1,NW,2,4,Park on well pad and head towards tall conifers in NW. Walk across WET bog and enter forest when perpendicular with site waypoint.,Mixed
LU15,LU15_32,3750,0,0.008674765,0.001489093,0.00839359,0,4.395890000000001e-4,0,0.0025711,0.003948938,0.055806142,0.8897046550000002,0.006706469,0.01645045500000001,0.0110642,0.008555713,0.00252172799999999,2022-09-13,09:17:00,LG RS,LU15_32,ACME-2022-42,OSM-22-26,56.1378,-112.85918,LU15_32,NA,Along game trail at intersection between conifer stand and young shrubby aspen stand. Ground is mossy with saplings.,Flat,0,583,1,NW,2,2.5,"Park at well site and head to conifer stand at NE corner, follow obvious game trail in.",Mixed
LU15,LU15_20,3750,0,0.005084787,0.002220834,0.013174901,0,2.42021e-4,0,0.002545871,0.005331317,0.09148683099999998,0.6031892360000002,0.082654217,0.116905929,0.015691309,0.06794331099999998,0.009617522,2022-09-13,13:34:00,AB NB,LU15_20,ACME-2022-32,OSM-22-100,56.21454,-113.06107,LU15_20,NA,Pretty open birch and conifer. Camera on game trail off of an old seismic line.,Flat,0,654,NA,NW,1,4,"Park at corner of road (small pullout), walk into forest stand by pond. By seismic line.",Broadleaf
LU15,LU15_21,3750,0,0.00691572999999999,0.00240436199999999,0.011347346,0,9.83e-5,0,0.00267674,0.005091013,0.03977219100000001,0.607430073,0.08315883499999997,0.14658100300000004,0.01886173,0.10362549500000004,0.004847729,2022-09-13,15:08:00,AB NB,LU15_21,ACME-2022-80,OSM-22-42,56.217110000000005,-113.01251,LU15_21,NA,"Dense mixed forest, off very old seismic line.",Flat,0,634,NA,NE,2,10,"There is an old seismic line on the map, but it's not the most walkable. Basically have to bushwhack.",Broadleaf
LU15,LU15_23,3750,0,0.01195837899999999,0.003793064,0.014382784,0,1.4929600000000004e-4,0,0.004439365,0.00720223099999999,0.073885137,0.571123335,0.074142306,0.13721153000000005,0.02662151500000001,0.115010632,0.011987194,2022-09-12,12:58:00,AB NB,LU15_23,ACME-2022-53,OSM-22-54,56.20251000000001,-113.05704,LU15_23,NA,"Black spruce bog with some small deciduous trees. Lots of moss, some labrador tea. Near well pad on well used game trail.",Flat,0,622,2,NE,3,3,"Park at wellpad, go to NE corner, follow game trail (well-defined) until camera.",Broadleaf
LU15,LU15_41,3750,0,0.013694545,0.004128251,0.015947104,0,2.40279e-4,0,0.00483922,0.00831813599999999,0.07776911300000003,0.552946848,0.074197313,0.133204169,0.02903037999999999,0.13003618200000006,0.015131652,2022-09-12,NA,AB NB,LU15_41,ACME-2022-55,OSM-22-77,56.19308,-113.05862,LU15_41,NA,"Black spruce, pretty distinct game trail off well pad.",Flat,0,642,NA,N,3,12,"Clear game trail, but thick forest. Easy walking, camera right on trail.",Mixed
LU15,LU15_25,3750,0,0.010906688,0.002548122,0.009986913,0,8.537000000000003e-5,0,0.002993779,0.005759439,0.09213597200000002,0.656618324,0.01623692199999999,0.08148102,0.019195024,0.133762066,0.00526890299999999,2022-09-12,16:36:00,AB NB,LU15_25,ACME-2022-18,OSM-22-05,56.21123,-112.96203,LU15_25,NA,We put it on the old seismic line since it was fairly grown in and had a well defined trail.,Flat,0,603,0,NW,3,12,"Park on well pad, walk on seismic line starting at middle of well pad (kind of hidden). On seismic line.",Broadleaf
LU15,LU15_09,3750,0,0.008530929,0.002034516,0.010334295,0,9.83e-5,0,0.00227918,0.005154672,0.08199495200000002,0.624713923,0.03994032700000001,0.093633698,0.015991085,0.14315534300000005,0.001344517,2022-09-12,15:53:00,AB NB,LU15_09,ACME-2022-08,OSM-22-81,56.21596,-112.97829,LU15_09,NA,"Quite wet bog land, but we found a ""low use"" trail. We did our best.",Flat,0,613,NA,NA,1,8,"Wet walk! Go down seismic line, easy to find.",Conifer
LU15,LU15_24,3750,0,0.006586798,0.002759804,0.013275473,0,9.83e-5,0,0.003138623,0.005291858,0.048689534,0.5972458070000002,0.085574197,0.15211119000000006,0.01956623,0.091069375,0.010099911,2022-09-12,NA,AB NB,LU15_24,ACME-2022-54,OSM-22-19,56.21198,-113.04411000000002,LU15_24,NA,Black spruce/aspen forest by seismic line.,Flat,0,661,10,W,3,3.5,"Park on road, walk down seismic line south of road. Camera in woods about 200m down seismic line.",Broadleaf
LU15,LU15_46,3750,0,0.00705683299999999,0.002853778,0.012535275,0,9.83e-5,0,0.003167239,0.00494692199999999,0.02387906099999999,0.591329118,0.08570051100000002,0.17364343200000007,0.021085542,0.10343268500000002,0.007634949,2022-09-12,17:16:00,AB NB,LU15_46,ACME-2022-52,OSM-22-03,56.21193,-113.02529999999999,LU15_46,NA,Mixed birch and aspen off of a seismic line.,Flat,0,645,10,NW,3,13,"Park on road (not too far from well pad), walk down seismic line ~160m, turn left into forest. Camera close to seismic line but not directly on it.",Mixed
LU15,LU15_40,3750,0,0.02081185,0.001068546,0.006412126,0.01960152,2.8517e-4,0,0.002080122,0.008837958,0.061256163,0.8176816210000002,0.002146814,0.071153836,0.003000892,0.04476067399999998,0.00117991099999999,2022-09-12,17:14:00,LG RS,LU15_40,ACME-2022-38,OSM-22-34,56.18027,-112.73063,LU15_40,NA,Camera along cutline. Mossy understory with labrador tea and cranberry. Dominate coniferous forest stand.,Flat,0,556,2,W,2,2,Park at end of main road. Walk up cutline (shows up as pipeline on map).,Mixed
LU15,LU15_16,3750,0,0.014747639,0.001780073,0.006959142,0.01397167,1.9022299999999992e-4,0,0.002188239,0.010309234,0.061959365,0.8335380760000002,0.002146814,0.07869071100000004,0.007857945,0.01580708799999999,0.003913102,2022-09-12,16:40:00,LG RS,LU15_16,ACME-2022-41,OSM-22-60,56.17765,-112.76156000000002,LU15_16,NA,"Camera along narrow seismic line. Mossy understory, mixed forest stand (lots of aspen).",Flat,0,565,1,E,2,4.5,"Park on main road. Enter forest using game trail, walk until you hit the seismic line, which is parallel to the road.",Broadleaf
LU15,LU15_04,3750,0,0.01556860999999999,0.00221252599999999,0.012215407,0,1.5840000000000006e-4,0,0.00281027,0.007730173,0.038389883,0.870474324,9.50338e-4,0.012282459,0.01424362,0.06365937699999998,0.004152246,2022-09-12,15:00:00,LG RS,LU15_04,ACME-2022-15,OSM-22-41,56.17984,-112.92477,LU15_04,NA,Dry conifer forest stand with mossy understory and labrador tea. Camera facing along game trail.,Flat,0,581,1,N,2,3.5,Park roadside and walk into obvious dry conifer forest stand on N side at road. Stay to W side of stand to avoid deadfall and follow game trail to site.,Conifer
LU15,LU15_36,3750,0,0.01348844099999999,0.002207444,0.01365413,0,1.7240000000000002e-4,0,0.002775564,0.007050296,0.035882538,0.7668959780000002,9.882030000000002e-4,0.063471165,0.014095257,0.118666858,0.003773614,2022-09-12,14:23:00,LG RS,LU15_36,ACME-2022-14,OSM-22-95,56.17767,-112.95157,LU15_36,NA,Along faint game trail in conifer stand. Messy understory that is bog-like with labrador tea and horsetails.,Flat,0,588,1,NW,1,3.5,Park roadside and bushwhack in :(,Mixed
LU15,LU15_03,3750,0,0.012516539,0.003427457,0.01695997,0,2.51e-5,0,0.00405672899999999,0.006960043,0.042798289,0.5669108320000003,0.03901869400000001,0.108820568,0.023473857,0.216161766,0.013229405,2022-09-12,13:02:00,LG RS,LU15_03,ACME-2022-13,OSM-22-59,56.17757,-113.04402000000002,LU15_03,NA,Along game trail. Mossy understory with some labrador tea and horsetail. Dominate coniferous forest stand.,Flat,0,609,1,NW,2,3,Park off wellpad. Enter wellpad and exit on the west side of it into the forest. Follow game trail.,Conifer
LU15,LU15_15,3750,0,0.013935505,0.003993727,0.016694376,0,1.6680900000000005e-4,0,0.00467837699999999,0.008138026,0.070437229,0.605007819,0.045301674,0.094214494,0.028313678,0.15390911200000007,0.015676754,2022-09-12,12:25:00,LG RS,LU15_15,ACME-2022-36,OSM-22-93,56.1834,-113.06137,LU15_15,NA,"Along game trail (at game trail intersection), off of seismic line. Mossy understory with labrador tea, dominate coniferous forest stand.",Flat,0,631,1.5,N,3,4,"Parked on main road, enter forest via game trail, follow game trail in.",Broadleaf
LU15,LU15_14,3750,0,0.015216235,0.003972215,0.01584160299999999,0,1.4320400000000002e-4,0,0.00494556799999999,0.007568266,0.06590800299999998,0.586024243,0.023991462,0.05544039599999999,0.028190064,0.237629837,0.01321369,2022-09-12,11:11:00,LG RS AB NB,LU15_14,ACME-2022-50,OSM-22-103,56.169160000000005,-113.07427,LU15_14,NA,Along game trail off seismic line. Grassy understory in a mixed forest stand.,Flat,0,619,1.5,NW,2,4,"Pull off road onto prelim. wellpad. Park at back and follow seismic line in SE corner of pad, heading E.",Broadleaf
LU15,LU15_22,3750,0,0.013275096,8.41625e-4,0.00701997199999999,0.023447474,0.00940586999999999,0.00417606199999999,0.002404043,0.007246261,0.03409618800000001,0.822107267,0.031461688,0.038991865,0,0.073342992,0.020141374,2022-09-11,14:32:00,LG RS,LU15_22,ACME-2022-37,OSM-22-94,56.39487999999999,-112.88846999999998,LU15_22,NA,"Game trail on seismic line, ~200m from wellpad. Very mossy understory (dry bog), with lots of labrador tea and dominate coniferous forest.",Flat,0,595,1,SW,2,4,"Park off the main road at the junction, walk past locked gate, walk along perimeter of wellpad, exit wellpad from the north side, near raised pipeline. Follow seismic line to site.",Conifer
LU15,LU15_61,3750,0,0.00715122,0.001044971,0.007179248,0.022741405,0.008999364,0.003010086,0.003014153,0.006108156,0.038772686,0.822252441,0.023038194,0.014785055,0,0.10115162300000002,0.019924917,2022-09-11,13:15:00,LG RS,LU15_61,ACME-2022-120,OSM-22-37,56.385130000000004,-112.90440000000001,LU15_61,NA,Game trail on seismic line that's in a pattern of seismic lines. Mossy understory with labrador tea and coniferous forest dominated stands.,Flat,0,609,1.5,N,2,4.5,"Park off main road at junction, right before locked gate. Maybe able to drive to back of old pit if road is dry. Follow seismic lines to site.",Broadleaf
LU21,LU21_106,3750,0,0,0,2.2200000000000008e-5,0,7.766240000000001e-4,0,0,0,0.03952603499999999,0.6051115229999998,0.09808654200000004,0.15021600100000007,0,0.05210218900000003,0,2022-09-20,11:16:00,LG NB,LU21_106,ACME-2022-05,OSM-22-106,56.56523000000001,-112.03402000000001,LU21_106,NA,"Open conifer forest beside wet open grassy area. Dry, slight slope. Some aspen.",Slope,5,478,1,NE,3,3,"Helicopter access. Walk ~10-15m into forest, on well-defined game trail.",Conifer
LU21,LU21_10,3750,0,0,0,1.5779000000000002e-4,0,7.413680000000001e-4,0,0,1.13514e-4,0.039669543,0.598573492,0.107047331,0.11421563900000002,0,0.07442950300000002,0,2022-09-20,10:46:00,LG NB,LU21_10,ACME-2022-47,OSM-22-96,56.59103,-111.99360000000001,LU21_10,NA,"Camera in clearing at the top of the river bank. Shrubby understory, mixed forest stand.",Slope,15,319,1,NW,1,4,"Helicopter access (land at HELI1 waypoint on GPS). Drop off on riverbank, walk up slope unitl you reach flatter clearing with camera.",Mixed
LU21,LU21_16,3750,0,0,0,0.001441256,0,3.35003e-4,0,0,5.478700000000001e-4,0.02166812,0.70274192,0.04752322100000001,0.075055988,0,0.130893537,0,2022-09-20,10:16:00,LG NB,LU21_16,ACME-2022-70,OSM-22-76,56.625220000000006,-111.97281,LU21-16,NA,On the edge of a burnt clearing on spruce tree. Mixed forest. Bottom of a slope on game trail going into forest.,Slope,10,470,1,N,2,4,"Helicopter access. Dropped off in clearing, walk to edge of burn down slope, on edge of forest.",Mixed
LU21,LU21_107,3750,0,0,0,0.001299931,0,9.50208e-4,0,0,1.81072e-4,0.024994462,0.739540918,0.07436623300000003,0.065381182,0,0.033983845,0,2022-09-20,09:39:00,LG NB,LU21_107,ACME-2022-68,OSM-22-33,56.56608,-111.93458000000001,LU21_107,NA,"Camera in open area, lots of lichen ground-cover. Dominate coniferous forest stand.",Flat,0,501,1,NW,2,6,"Helicopter access. Land in open, grassy wet area. Walk into forest stand until you reach clearing with camera.",Conifer
LU21,LU21_41,3750,0,0,0,0.0018284970000000001,0,1.0100000000000003e-5,0,0,0,0.003451207,0.8649656110000002,0.040650575,0.05962373500000001,0,0.02880572,0,2022-09-20,16:55:00,LG NB,LU21_41,ACME- 2022-79,OSM-22-65,56.66848,-111.90783,LU21_41,NA,"All larch, nearing opening/clearing (like all heli sites), wet.",Flat,0,481,1,NW,2,1,Helicopter access. On NW side of heli landing. Follow game trail to medium size larch.,Conifer
LU21,LU21_63,3750,0,0,0,6.59525e-4,0,5.547029999999999e-4,0,0,3.27696e-4,0.03052240199999999,0.6731337229999997,0.068149234,0.073836914,0,0.09789313300000002,0,2022-09-20,16:29:00,LG NB,LU21_63,ACME-2022-72,OSM-22-39,56.60868,-111.96631000000001,LU21_63,NA,Camera along game trail. In a black spruce bog!,Flat,0,459,1,N,3,4,Helicopter access. Dropped in wet grassy clearing (bog). Camera along game trail along edge of the clearing.,Broadleaf
LU21,LU21_27,3750,0,0,0,8.535880000000001e-4,0,0,0,0,0,0.00597733699999999,0.8806935720000002,0.001013396,0.05783294500000001,0,0.040147445,0,2022-09-20,15:56:00,LG NB,LU21_27,ACME-2022-34,OSM-22-52,56.62148,-112.14841,LU21_27,NA,Open bog with lots of small trees and shrubs. Wet!,Flat,0,478,2,E,1,4,"Helicopter access. Tried to put it on a big enough tree - not many choices. On west side of clearing on one of the ""bigger"" trees. On a low use trail but near a busier trail.",Conifer
LU21,LU21_23,3750,0,0,0,6.730000000000002e-5,0,7.680000000000001e-5,0,0,0,0.00733721699999999,0.9029016710000002,0.007680084,0.023804384,0,0.029090124,0,2022-09-20,14:30:00,LG NB,LU21_23,ACME-2022-109,OSM-22-22,56.59241000000001,-112.20293,LU21_23,NA,"Camera along game trail, at the top of a ridge/hill. Mossy understory with lots of deadfall. Dominate coniferous forest stand.",Ridge,10,484,1,W,2,8,"Helicopter access. Dropped off in wet grassy clearing, walk into forest stand, up the hill, until you reach the camera.",Conifer
LU21,LU21_21,3750,0,0,0,2.71e-6,0,6.36738e-4,0,0,0,0.03460295400000001,0.659361757,0.068139097,0.135354994,0,0.03284160100000001,0,2022-09-20,NA,LG NB,LU21_21,ACME-2022-29,OSM-22-79,56.566300000000005,-112.1497,LU21_21,NA,On the edge of a meadow on a convergence of several game trail. Bog.,Flat,0,472,1,N,3,5,"Helicopter access. On south side of clearing, on edge of trees. Wet. Lots of game trails.",Conifer
LU21,LU21_82,3750,0.00796427,0,0,1.6400000000000006e-5,0,8.328560000000002e-4,0,0,0,0.05353183400000001,0.5424146689999998,0.070326831,0.176577763,0,0.113552523,0,2022-09-20,13:39:00,LG NB,LU21_82,ACME-2022-02,OSM-22-46,56.529900000000005,-112.16532999999998,LU21_82,NA,"Camera along game trail, shrubby understory, mixed forest stand with lots of aspen.",Flat,0,468,1.5,NE,2,5,Helicopter access. Dropped off in wet grassy clearing. Follow game trail into forest stand to camera.,Mixed
LU21,LU21_871,3750,0,0,0,0,0,8.619110000000001e-4,0,0,0,0.03392556700000001,0.5639124839999998,0.094673795,0.188801211,0,0.047450913,0,2022-09-20,13:16:00,LG NB,LU21_871,ACME-2022-108,OSM-22-71,56.55634,-112.09488,LU21_871,NA,"2 trails coming together. Open, mixed forest near meadow. Very short rose bushes. Very nice forest :)",Flat,2,472,2,NW,3,5,"Helicopter access. REPLACEMENT FOR CELL LU21_87. Landed in meadow, straight NW into aspen/spruce forest. Angry squirrel!",Mixed
LU21,LU21_164,3750,0,0,0,7.243610000000001e-4,0,8.04e-5,0,0,2.14182e-4,0.020234346,0.7014099699999997,0.07709455300000004,0.12569944700000005,0,0.046982854,0,2022-09-20,17:26:00,RS AB,LU21_164,ACME-2022-73,OSM-22-117,56.61886,-111.93586,LU21_164,NA,In open burnt forest on the only standing trees. Nice regrowth coming up.,Flat,0,468,1,NE,1,6,Helicopter acces. 038 = landing waypoint. REPLACEMENT FOR CELL LU21_64. Walk to standing trees in open.,Broadleaf
LU21,LU21_36,3750,0,0,0,0.001417906,0,8.680000000000002e-5,0,0,5.41971e-4,0.01072840799999999,0.851560275,0.001785623,0.081620885,0,0.04782926700000001,0,2022-09-20,16:46:00,RS AB,LU21_36,ACME-2022-77,OSM-22-91,56.64851000000001,-111.94768000000002,LU21_36,NA,"Big burn area, could only find one faint trail, and one big burnt tree. Dragged log in for lure.",Slope,5,474,2,E,2,NA,Helicopter access. Waypoint 38 = heli landing.,Conifer
LU21,LU21_14,3750,0,0,0,0.001516052,0,0,0,0,1.2408000000000002e-4,0.012374872,0.8408373520000002,0.01012171499999999,0.063080107,0,0.06663664300000004,0,2022-09-20,16:10:00,RS AB,LU21_14,ACME-2022-75,OSM-22-56,56.61864,-112.09007,LU21_14,NA,Game trail in upland coniferous forest with mossy understory. Adjacent to bog.,Slope,5,481,1,NW,2,6,Helicopter access. 037 = landing waypoint. Follow game trail from bog to forest.,Mixed
LU21,LU21_32,3750,0,0,2.6804600000000003e-4,0.001130299,0,1.64047e-4,0,0,4.31076e-4,0.00926814399999999,0.911211291,0.001094606,0.04221824000000001,0,0.024150576,0,2022-09-20,NA,RS AB,LU21_32,NA,OSM-22-66,56.638760000000005,-112.16299,LU21_32,NA,WET.,Flat,0,487,1,W,3,10,Helicopter acces. 36 = landing waypoint.,Conifer
LU21,LU21_126,3750,0,0,0,3.0551199999999997e-4,0,0,0,0,0,0.00232591599999999,0.9103454470000002,0.001013396,0.034045865,0,0.03519216300000001,0,2022-09-20,NA,RS AB,LU21_126,ACME-2022-106,OSM-22-75,56.62290000000001,-112.17957999999999,LU21_126,NA,Game trail through black spruce stand with boggy labrador tea understory.,Flat,0,482,2,SW,2,6,Helicopter access. REPLACEMENT FOR CELL LU21_26. 036 = landing waypoint. VERY wet bog adjacent. Saw caribou from heli!,Conifer
LU21,LU21_122,3750,0,0,0,0,0,0,0,0,0,0.035768124,0.775376867,0.028720684,0.064681961,0,0.027114532,0,2022-09-20,13:52:00,RS AB,LU21_122,ACME-2022-107,OSM-22-78,56.57432,-112.17445,LU21_122,NA,Really great junction of trails in open spruce forest.,Slope,5,480,1.5,E,3,8,Helicopter access. REPLACEMENT FOR CELL LU21_22. 36 = landing waypoint.,Conifer
LU21,LU21_56,3750,0,0,0,1.6400000000000006e-5,0,7.16758e-4,0,0,0,0.042526943,0.6042328619999997,0.06910887599999997,0.172200777,0,0.04092214900000001,0,2022-09-20,13:26:00,RS AB,LU21_56,ACME-2022-16,OSM-22-15,56.55825,-112.187,LU21_56,NA,Game trail in conifer forest with mossy labrador tea understory. Adjacent to wet boggy opening.,Flat,0,485,1,NE,3,6,Helicopter access. 035 = landing waypoint. Follow game trail into forest.,Broadleaf
LU21,LU21_57,3750,0,0,0,1.6400000000000006e-5,0,7.084760000000001e-4,0,0,0,0.03483374100000001,0.626837233,0.080368603,0.148182511,0,0.03965444499999999,0,2022-09-20,12:54:00,RS AB,LU21_57,ACME-2022-28,OSM-22-24,56.56273000000001,-112.14105,LU21_57,NA,Mossy game trail on the edge of a bog.,Flat,0,476,1,N,3,7,Helicopter access.,Broadleaf
LU21,LU21_09,3750,0,0,0,0,0,5.222420000000001e-4,0,0,0,0.03766473299999998,0.605669882,0.10757855300000002,0.1432480430000001,0,0.04069720700000001,0,2022-09-20,11:00:00,RS AB,LU21_09,ACME-2022-04,OSM-22-99,56.58638,-112.06113,LU21_09,NA,Game trail from cutblock into forest. Conifer dominated stand with sparce shrubby understory.,Flat,0,475,NA,NW,3,4,Helicopter access. 032 = landing waypoint. Walk from cutblock along game trail to site.,Mixed
LU21,LU21_98,3750,0.17336453300000004,0,6.790000000000001e-5,0.001898428,0,0.003578372,0,0,2.563400000000001e-4,0.03206136000000001,0.6655769039999996,0.041721221,0.14227683400000005,0,0.03701182800000002,6.92e-5,2022-09-20,08:49:00,RS AB,LU21_98,ACME-2022-39,OSM-22-82,56.51305,-111.87948999999999,LU21_98,NA,Game trail on edge of old cutblock. Mix of moss and labrador tea.,Flat,0,472,1,E,3,6,Helicopter access. 29 = landing waypoint.,Conifer
LU21,LU21_119,3750,0,0,0,2.50121e-4,0,8.222060000000001e-4,0,0,0,0.047210984,0.63204697,0.096360102,0.120255895,0,0.03778388499999999,0,2022-09-20,10:27:00,RS AB,LU21_119,ACME-2022-71,OSM-22-88,56.57495,-112.00047799999999,LU21_119,NA,"Wet and boggy, but good trail! Moss, baby shrubs.",Flat,0,467,1,NE,3,6,"Helicopter access. 31 = landing waypoint. Trail in clearing, follow it in!",Broadleaf
LU21,LU21_52,3750,0.036899288,0,0,0.001367388,0,7.576120000000002e-4,0,0,1.81072e-4,0.024182638,0.8400428790000002,0.01172662799999999,0.034291024,0,0.051893474,0,2022-09-20,09:51:00,RS AB,LU21_52,ACME-2022-74,OSM-22-108,56.53988,-111.93567,LU21_52,NA,On AMAZING game trail that leads from bog to forest. Conifer stand with mossy understory.,Flat,0,473,1,N,3,4,Helicopter access. 30 = landing waypoint. Follow very obvious game trail into forest.,Broadleaf
LU21,LU21_59,3750,0.014497966,0,0,0.003016054,0,0.001442192,0,0,0.002091551,0.032638735,0.12791375900000004,0.5221849409999998,0.23814986500000004,0,0,0,2022-09-17,12:40:00,LG NB,LU21_59,ACME-2022-01,OSM-22-119,56.56464,-111.58272999999998,LU21_59,NA,On the side of an open meadow with lots of burnt/dead trees.,Flat,NA,422,1,SW,1,3,"Helicopter access. Land in meadow, camera is on north side on dying spruce. Not a lot of living trees so we put it on a half-dead one. Hopefully it doensn't fall! Vague game trail, moose and calf in area (saw from heli!).",Broadleaf
LU21,LU21_68,3750,2.5405100000000004e-4,0,0,0.002398339,0,1.01174e-4,0,0,4.09938e-4,0.00954743399999999,0.4646649280000001,0.21774733300000015,0.232133564,0,3.87345e-4,8.71e-5,2022-09-17,11:57:00,LG NB,LU21_68,ACME-2022-03,OSM-22-55,56.63286,-111.71055000000001,LU21_68,NA,"Camera along game trail. Shrubby understory, lots of wild rose. Mixed forest stand, mostly aspen.",Flat,5,414,1.5,N,2,4,"Helicopter access. Dropped off in clear, wet grassy patch. Walk towards aspen froest stand and follow game trail in. Saw the cutest short-tail weasel while deploying :)",Broadleaf
LU21,LU21_109,3750,0,0,0,0.002399285,0,0.001131504,0,0,3.6213599999999994e-4,0.024211415,0.717301958,0.077449739,0.089643013,0,0.03714339900000001,5.86e-5,2022-09-17,16:06:00,LG NB,LU21_109,ACME-2022-113,OSM-22-120,56.56289,-111.90173,LU21_109,NA,Conifers near open area. Lots of shrubs and roses and horsetail. Camera on vague game trail but hard to find much else.,Flat,0,459,1.5,NW,1,5,"Helicopter access. Bushwhack in, good luck. South of clearing in stand of trees, not clear game trail.",Conifer
LU21,LU21_93,3750,0,0.013750142,0,0.002486552,0,0.001701045,0.00490461199999999,0,3.6213599999999994e-4,0.05887987100000001,0.5000540849999998,0.13704996300000005,0.15361165000000004,0,0.04453053599999999,0.00187951199999999,2022-09-17,14:58:00,LG NB,LU21_93,ACME-2022-100,OSM-22-57,56.56624,-111.84483,LU21_93,NA,"Camera along cutline. Mossy understory, dominate coniferous forest stand.",Flat,0,474,1.5,N,3,6,Helicopter access. Dropped in grassy wet clearing. Walk into cell along cutline to camera.,Mixed
